Country,Category,DateTime,Close,Frequency,HistoricalDataSymbol,LastUpdate
Mexico,CO2 Emissions,1998-12-31T00:00:00,402609.083,Yearly,MEX.EN.ATM.CO2E.KT,2023-02-02T03:18:00
Mexico,CO2 Emissions,1999-12-31T00:00:00,398743.803,Yearly,MEX.EN.ATM.CO2E.KT,2023-02-02T03:18:00
Mexico,CO2 Emissions,2000-12-31T00:00:00,396230,Yearly,MEX.EN.ATM.CO2E.KT,2024-07-10T11:41:00
Mexico,CO2 Emissions,2001-12-31T00:00:00,410218.434,Yearly,MEX.EN.ATM.CO2E.KT,2023-02-02T03:18:00
Mexico,CO2 Emissions,2002-12-31T00:00:00,428339.205,Yearly,MEX.EN.ATM.CO2E.KT,2023-02-02T03:18:00
Mexico,CO2 Emissions,2003-12-31T00:00:00,425479.216,Yearly,MEX.EN.ATM.CO2E.KT,2023-02-02T03:18:00
Mexico,CO2 Emissions,2004-12-31T00:00:00,444430.98,Yearly,MEX.EN.ATM.CO2E.KT,2023-02-02T03:18:00
Mexico,CO2 Emissions,2005-12-31T00:00:00,446870,Yearly,MEX.EN.ATM.CO2E.KT,2024-07-10T11:41:00
Mexico,CO2 Emissions,2006-12-31T00:00:00,466112.58,Yearly,MEX.EN.ATM.CO2E.KT,2023-02-02T03:18:00
Mexico,CO2 Emissions,2007-12-31T00:00:00,484927.373,Yearly,MEX.EN.ATM.CO2E.KT,2023-02-02T03:18:00
Mexico,CO2 Emissions,2008-12-31T00:00:00,511672.756,Yearly,MEX.EN.ATM.CO2E.KT,2023-02-02T03:18:00
Mexico,CO2 Emissions,2009-12-31T00:00:00,499520.735,Yearly,MEX.EN.ATM.CO2E.KT,2023-02-02T03:18:00
Mexico,CO2 Emissions,2010-12-31T00:00:00,499279.545,Yearly,MEX.EN.ATM.CO2E.KT,2023-02-02T03:18:00
Mexico,CO2 Emissions,2011-12-31T00:00:00,515650.059,Yearly,MEX.EN.ATM.CO2E.KT,2023-02-02T03:18:00
Mexico,CO2 Emissions,2012-12-31T00:00:00,510821.566,Yearly,MEX.EN.ATM.CO2E.KT,2023-02-02T03:18:00
Mexico,CO2 Emissions,2013-12-31T00:00:00,510809.803,Yearly,MEX.EN.ATM.CO2E.KT,2023-02-02T03:18:00
Mexico,CO2 Emissions,2014-12-31T00:00:00,508360.097,Yearly,MEX.EN.ATM.CO2E.KT,2023-02-02T03:18:00
Mexico,CO2 Emissions,2015-12-31T00:00:00,489800,Yearly,MEX.EN.ATM.CO2E.KT,2024-07-10T11:41:00
Mexico,CO2 Emissions,2016-12-31T00:00:00,555997.73,Yearly,MEX.EN.ATM.CO2E.KT,2023-02-02T03:18:00
Mexico,CO2 Emissions,2017-12-31T00:00:00,528003.527,Yearly,MEX.EN.ATM.CO2E.KT,2023-02-02T03:18:00
Mexico,CO2 Emissions,2018-12-31T00:00:00,527794.87,Yearly,MEX.EN.ATM.CO2E.KT,2023-02-02T03:18:00
Mexico,CO2 Emissions,2019-12-31T00:00:00,497718.909,Yearly,MEX.EN.ATM.CO2E.KT,2023-02-02T03:18:00
Mexico,CO2 Emissions,2020-12-31T00:00:00,422630,Yearly,MEX.EN.ATM.CO2E.KT,2024-07-10T11:41:00
Mexico,CO2 Emissions,2021-12-31T00:00:00,441830,Yearly,MEX.EN.ATM.CO2E.KT,2024-07-10T11:41:00
Mexico,CO2 Emissions,2022-12-31T00:00:00,487770,Yearly,MEX.EN.ATM.CO2E.KT,2024-07-10T11:41:00
"Free accounts have access to the following countries: Mexico, New Zealand, Sweden, Thailand. For more, contact us at support@tradingeconomics.com.",,2025-01-18T14:37:26,0,,,
